Date,total_pnl,avg_pnl_per_trade,trade_count,pnl_volatility,total_volume,avg_trade_size,active_traders,buy_ratio,win_rate,profit_factor,classification,value,sentiment_score
1/15/2025,14819.5883,55.5041,267,189.6085,1801599.89,6747.5651,11,0,0.460674157,0.82257933,Greed,70,4
1/16/2025,20807.7093,56.0855,371,566.342,3049692.96,8220.1967,9,0,0.342318059,0.682288662,Extreme Greed,75,5
1/17/2025,7006.4156,29.4387,238,198.2515,1110230.46,4664.8339,8,0,0.529411765,0.631077587,Extreme Greed,75,5
1/18/2025,443.2331,0.6808,651,330.2414,2711629.88,4165.3301,12,0,0.380952381,0.016345634,Extreme Greed,77,5
1/19/2025,87923.7993,56.1096,1567,604.7139,9715215.3,6199.8821,15,0,0.202297384,0.905011331,Extreme Greed,77,5
1/20/2025,87277.2392,66.3705,1315,569.1157,8287327.01,6302.1498,15,0,0.52243346,1.053141008,Extreme Greed,76,5
1/21/2025,11077.8394,20.9016,530,111.251,1523729.82,2874.9619,8,0,0.386792453,0.727021238,Extreme Greed,76,5
1/22/2025,20524.4081,24.6688,832,156.5101,1778406.43,2137.5077,10,0,0.28125,1.15408985,Extreme Greed,84,5
1/23/2025,101256.2422,83.1332,1218,341.1383,3697028.66,3035.3273,12,0,0.66091954,2.738854673,Extreme Greed,75,5
1/24/2025,10602.7797,12.1313,874,80.8998,1611433.45,1843.7454,11,0,0.558352403,0.657971926,Extreme Greed,75,5
1/25/2025,-10348.0163,-20.4506,506,490.2783,1239377.7,2449.363,11,0,0.278656126,-0.83493646,Extreme Greed,75,5
1/26/2025,40823.4667,90.5177,451,461.7193,1201173.66,2663.3562,7,0,0.4345898,3.398631527,Greed,73,4
1/27/2025,41331.7654,53.4693,773,353.4715,1508028.31,1950.8775,15,0,0.47606727,2.740781796,Greed,71,4
1/28/2025,17979.614,36.1036,498,81.7268,579412.17,1163.4783,8,0,0.628514056,3.103078418,Greed,72,4
1/29/2025,23421.0115,25.7374,910,91.5203,1897513.41,2085.1796,9,0,0.416483516,1.234300183,Greed,72,4
1/30/2025,23097.4714,21.6471,1067,113.2028,3014397.17,2825.1145,11,0,0.346766635,0.766238491,Greed,70,4
1/31/2025,35868.2968,35.3034,1016,134.4429,2783411.48,2739.5782,11,0,0.541338583,1.288645141,Extreme Greed,76,5
2/1/2025,32300.205,50.9467,634,446.415,1363746.44,2151.0196,12,0,0.596214511,2.368490509,Greed,68,4
2/2/2025,162854.7596,123.4684,1319,1386.0637,5661092.29,4291.9578,13,0,0.358605004,2.876737408,Greed,60,4
2/3/2025,348871.3263,146.5846,2380,1292.2669,22592901.37,9492.8157,12,0,0.463445378,1.544163455,Fear,44,2
2/4/2025,416876.8881,165.9542,2512,2184.1682,15678409.27,6241.405,13,0,0.276671975,2.65892337,Greed,72,4
2/5/2025,56706.2356,43.7211,1297,444.3173,8743231.51,6741.1191,11,0,0.32151118,0.648572962,Neutral,54,3
2/6/2025,33803.7997,19.8496,1703,609.1349,2818508.87,1655.0258,11,0,0.460951262,1.199350481,Neutral,49,3
2/7/2025,22450.0021,14.731,1524,94.6861,3460263.54,2270.5141,13,0,0.282152231,0.648794574,Fear,44,2
2/8/2025,586.7033,1.0204,575,11.4641,839734.97,1460.4086,10,0,0.191304348,0.069867675,Fear,44,2
2/9/2025,150551.8295,197.0574,764,2082.4615,2920919.7,3823.1933,12,0,0.430628272,5.154261156,Neutral,46,3
2/10/2025,63908.4946,71.8881,889,921.8916,3624958.44,4077.5685,14,0,0.478065242,1.763013167,Fear,43,2
2/11/2025,-6093.7848,-7.1861,848,127.3422,2797544.17,3298.9908,12,0,0.218160377,-0.217826223,Neutral,47,3
2/12/2025,19848.635,19.2518,1031,351.5028,4143974.54,4019.3739,12,0,0.462657614,0.478975795,Neutral,46,3
2/13/2025,27829.5342,20.3135,1370,115.2749,3199852.21,2335.6585,11,0,0.467883212,0.869713111,Neutral,50,3
2/14/2025,213860.6753,129.221,1655,532.3132,4007103.42,2421.2105,15,0,0.429003021,5.337039075,Neutral,48,3
2/15/2025,45042.927,48.3293,932,338.4636,1712852.95,1837.8251,12,0,0.430257511,2.629701925,Neutral,50,3
2/16/2025,2369.4784,3.4794,681,12.1981,806177.64,1183.8144,10,0,0.440528634,0.293915172,Neutral,54,3
2/17/2025,1818.5733,1.9326,941,33.831,2031044.64,2158.3896,9,0,0.224229543,0.089538815,Neutral,51,3
2/18/2025,91204.6724,54.4181,1676,402.723,3371128.68,2011.4133,11,0,0.511933174,2.705463987,Neutral,47,3
2/19/2025,14985.7947,11.0109,1361,61.2325,3263930.24,2398.1853,10,0,0.427626745,0.459133425,Fear,44,2
2/20/2025,46008.7941,22.8672,2012,157.9638,4628609.29,2300.5016,11,0,0.479125249,0.994009026,Neutral,49,3
2/21/2025,119693.494,63.9047,1873,366.0929,3972159.88,2120.7474,14,0,0.522156967,3.013310079,Greed,55,4
2/22/2025,25278.7042,36.8494,686,176.9982,3175570.2,4629.1111,10,0,0.497084548,0.796036699,Neutral,49,3
2/23/2025,10656.9343,20.4941,520,123.3243,1141310.74,2194.8283,12,0,0.45,0.933745204,Neutral,50,3
2/24/2025,38470.1762,6.8501,5616,55.5689,11223619.59,1998.5078,14,0,0.396723647,0.34276087,Neutral,49,3
2/25/2025,204762.177,32.7829,6246,673.744,19414984.36,3108.3869,18,0,0.260646814,1.05466053,Fear,25,2
2/26/2025,63229.0631,53.7662,1176,406.2432,4946958.13,4206.597,13,0,0.670918367,1.278140252,Extreme Fear,21,1
2/27/2025,-36525.1675,-41.0395,890,517.9054,1999898.43,2247.0769,9,0,0.27752809,-1.826351126,Extreme Fear,10,1
2/28/2025,225628.1087,221.4211,1019,3851.3712,4123660.77,4046.7721,13,0,0.38861629,5.471548735,Extreme Fear,16,1
3/1/2025,10596.109,60.8972,174,134.4584,263824.13,1516.2306,5,0,0.448275862,4.016353243,Extreme Fear,20,1
3/2/2025,66914.3207,125.7788,532,523.6454,6460848.74,12144.4525,10,0,0.501879699,1.035689325,Fear,26,2
3/3/2025,616413.0322,415.9332,1482,1682.4076,8244590.38,5563.1514,14,0,0.615384615,7.476575594,Fear,33,2
3/4/2025,182075.5666,75.8017,2402,940.9538,11124247.15,4631.2436,16,0,0.253538718,1.636745068,Extreme Fear,15,1
3/5/2025,269328.3659,162.246,1660,1724.8671,9193654.22,5538.3459,13,0,0.758433735,2.929502888,Extreme Fear,20,1
3/6/2025,16101.1256,21.1857,760,163.111,6765324.96,8901.7434,12,0,0.480263158,0.237994859,Fear,25,2
3/7/2025,150236.0616,58.8699,2552,278.3623,19854275.48,7779.8885,14,0,0.522335423,0.75669375,Fear,34,2
3/8/2025,24700.7734,46.6933,529,218.2198,892083.51,1686.3582,13,0,0.56899811,2.768885774,Fear,28,2
3/9/2025,19773.4574,13.9054,1422,83.1423,10419697.99,7327.4951,12,0,0.44092827,0.189769967,Fear,27,2
3/10/2025,-10010.0273,-3.4387,2911,598.231,16811790.68,5775.263,14,0,0.397457918,-0.059541708,Extreme Fear,20,1
3/11/2025,-76880.729,-23.3964,3286,284.1574,14016952.09,4265.658,16,0,0.18746196,-0.548483925,Extreme Fear,24,1
3/12/2025,288105.9842,72.6074,3968,541.1022,18618139.15,4692.0714,13,0,0.564516129,1.547447797,Fear,34,2
3/13/2025,14114.8709,14.6724,962,114.253,3285591.22,3415.3755,13,0,0.457380457,0.429599118,Neutral,45,3
3/14/2025,68646.1601,31.0616,2210,241.2662,8047187.16,3641.2612,10,0,0.853846154,0.853045403,Fear,27,2
3/15/2025,78694.6246,301.512,261,1437.1564,2355749.54,9025.8603,8,0,0.593869732,3.340534436,Neutral,46,3
3/16/2025,-7910.9435,-14.9263,530,799.61,10187921.51,19222.4934,8,0,0.232075472,-0.07765022,Fear,30,2
3/17/2025,26163.9065,28.439,920,130.3624,3592895.05,3905.3207,11,0,0.45326087,0.728212378,Fear,32,2
3/18/2025,72322.7888,86.718,834,1190.358,4050655.47,4856.901,13,0,0.225419664,1.785458905,Fear,34,2
3/19/2025,29374.6823,18.2225,1612,118.436,4598813.57,2852.862,12,0,0.416253102,0.638744795,Fear,32,2
3/20/2025,10246.8594,13.2903,771,67.2047,1652257.93,2143.0064,13,0,0.408560311,0.620173111,Neutral,49,3
3/21/2025,6951.2704,9.9588,698,54.7133,2543903.39,3644.5607,9,0,0.5,0.273252138,Fear,31,2
3/22/2025,12498.5353,23.3617,535,90.3329,971809.42,1816.4662,8,0,0.474766355,1.286109709,Fear,32,2
3/23/2025,14047.4216,31.426,447,157.7488,2593519.67,5802.0574,10,0,0.326621924,0.541635437,Fear,30,2
3/24/2025,107878.9613,105.0428,1027,1157.0248,3017587.05,2938.2542,13,0,0.615384615,3.575007432,Neutral,45,3
3/25/2025,32030.9068,40.4942,791,272.7153,5372519.77,6792.0604,13,0,0.361567636,0.596198956,Neutral,46,3
3/26/2025,15802.1674,5.0942,3102,91.0949,7597754.37,2449.3083,17,0,0.271115409,0.20798471,Neutral,47,3
3/27/2025,58825.3592,74.9368,785,315.074,3240279.46,4127.7445,11,0,0.333757962,1.815440919,Fear,40,2
3/28/2025,21337.1793,29.3093,728,149.5585,1483092.61,2037.2151,11,0,0.317307692,1.438695005,Fear,44,2
3/29/2025,12098.8729,6.388,1894,148.3523,3668151.83,1936.7222,10,0,0.355860612,0.329835663,Fear,26,2
3/30/2025,15795.1151,27.8083,568,221.1953,2850874.96,5019.1461,9,0,0.165492958,0.554044471,Fear,32,2
3/31/2025,6978.1846,14.0973,495,323.1312,2164772.47,4373.2777,12,0,0.523232323,0.322351873,Fear,34,2
4/1/2025,-2202.6622,-11.4722,192,297.0927,704445.19,3668.9854,9,0,0.458333333,-0.312680423,Fear,34,2
4/2/2025,202212.7409,187.9301,1076,783.0878,3867930.6,3594.731,11,0,0.894981413,5.227930948,Fear,44,2
4/3/2025,-2365.9613,-1.3535,1748,81.2336,8670233.15,4960.0876,17,0,0.297482838,-0.027288324,Fear,25,2
4/4/2025,-25515.6789,-20.0595,1272,581.2639,3835545.73,3015.3661,14,0,0.387578616,-0.665242463,Fear,28,2
4/5/2025,35907.3377,99.7426,360,333.0592,1267564.22,3521.0117,10,0,0.580555556,2.832782524,Fear,30,2
4/6/2025,47053.4493,44.8983,1048,464.3283,3551252.06,3388.5993,14,0,0.316793893,1.324981964,Fear,34,2
4/7/2025,34527.3703,12.2699,2814,651.4553,14460253.14,5138.6827,18,0,0.239161336,0.238774314,Extreme Fear,23,1
4/8/2025,34899.3948,37.0089,943,299.8232,8869391.4,9405.5052,17,0,0.409331919,0.39348128,Extreme Fear,24,1
4/9/2025,43120.4448,10.8698,3967,768.8033,28556806.47,7198.59,20,0,0.430552054,0.150998834,Extreme Fear,18,1
4/10/2025,158261.8223,74.4061,2127,528.5261,28741953.29,13512.907,19,0,0.528913963,0.550630017,Fear,39,2
4/11/2025,126406.4791,115.3344,1096,1053.7034,11319327.07,10327.8532,16,0,0.335766423,1.116731395,Fear,25,2
4/12/2025,410419.6945,194.6039,2109,3804.4483,55914617.49,26512.3838,20,0,0.272166904,0.73401145,Fear,43,2
4/13/2025,48696.0215,36.863,1321,312.0512,14171154.79,10727.5964,17,0,0.361847086,0.343627758,Neutral,45,3
4/14/2025,45680.4431,51.3263,890,371.3131,13079972.98,14696.5989,14,0,0.42247191,0.349239583,Fear,31,2
4/15/2025,72357.7063,63.9768,1131,509.9927,20752168.24,18348.513,14,0,0.572060124,0.348675403,Fear,38,2
4/16/2025,58631.7303,36.4625,1608,398.161,36502715.9,22700.694,17,0,0.340174129,0.160622926,Fear,29,2
4/17/2025,5427.9199,5.2647,1031,35.5335,2604551.51,2526.2381,12,0,0.303588749,0.208401327,Fear,30,2
4/18/2025,4880.4047,2.5768,1894,859.4372,24610650.46,12994.0076,12,0,0.512671595,0.019830458,Fear,33,2
4/19/2025,71950.5775,25.8258,2786,250.8012,32706462.71,11739.5774,15,0,0.292175162,0.219988869,Fear,32,2
4/20/2025,25060.3419,12.644,1982,302.1541,12126094.05,6118.11,12,0,0.398587286,0.206664585,Fear,37,2
4/21/2025,34369.2679,20.0054,1718,542.901,42104054.84,24507.5989,14,0,0.394062864,0.081629354,Fear,39,2
4/22/2025,58652.7636,19.564,2998,373.4606,33753625.24,11258.7142,15,0,0.296197465,0.173767301,Neutral,47,3
4/23/2025,-419020.2257,-68.0338,6159,1461.7777,30682443.79,4981.7249,19,0,0.32472804,-1.365667704,Greed,72,4
4/24/2025,50704.396,22.717,2232,155.536,35088918.64,15720.8417,15,0,0.413530466,0.144502589,Greed,63,4
4/25/2025,20218.8592,12.2316,1653,77.9399,27749455.78,16787.3296,16,0,0.385964912,0.072862183,Greed,60,4
4/26/2025,-4125.7539,-3.6479,1131,52.0445,11948127.77,10564.2155,12,0,0.172413793,-0.034530547,Greed,65,4
4/27/2025,2702.0675,8.018,337,45.3248,487537.69,1446.6994,9,0,0.356083086,0.554227408,Greed,61,4
4/28/2025,36906.8138,26.7635,1379,381.9831,26124921.49,18944.8307,8,0,0.416968818,0.141270525,Neutral,54,3
4/29/2025,125749.6134,56.0631,2243,420.736,34089511.66,15198.1773,7,0,0.4320107,0.368880654,Greed,60,4
4/30/2025,14003.7973,12.582,1113,64.6542,12693878.85,11405.1023,8,0,0.265049416,0.110319292,Greed,56,4
5/1/2025,54536.8293,44.3389,1230,972.8226,10720240.52,8715.6427,11,0,0.430894309,0.508727665,Neutral,53,3
